#,NAME,,PSRJ,,RAJD,,DECJD,,P0,,,DIST,
498,J0947+2740,rtj+96,J0947+2740,rtj+96,146.83870,7.5e-05,27.67875,5.6e-05,0.85101380329,6.0e-11,bfrs18,25.000,
499,J0948-5549,pbs+23,J0948-5549,pbs+23,147.05117,0,-55.82136,0,0.1660954,1.8e-06,pbs+23,0.416,
500,J0949-6902,bbb+12,J0949-6902,bbb+12,147.33570,2.5e-05,-69.044889,8.3e-06,0.640015724160,1.0e-11,bbb+12,1.678,
501,J0951-71,mbc+19,J0951-71,mbc+19,147.85000,0,-71.31694,0,0.212378,0,mbc+19,1.516,
502,J0952-0607,bph+17,J0952-0607,bph+17,148.0346725,2.1e-07,-6.1231917,5.6e-07,0.00141379835502312,1.2e-16,ncb+19,7.600,
503,B0950-38,mlt+78,J0952-3839,mlt+78,148.0717,4.2e-04,-38.6528,2.5e-04,1.3738151214,5.0e-10,nmc81,0.523,
504,B0950+08,phbc68,J0953+0755,phbc68,148.288790,7.9e-06,7.92660,2.2e-05,0.2530651649482,9.0e-13,hlk+04,0.261,
505,J0954-5430,mlc+01,J0954-5430,mlc+01,148.52519,2.1e-05,-54.514672,1.1e-05,0.47285055917,5.0e-11,psj+19,0.433,
506,J0954-5754,pbs+23,J0954-5754,pbs+23,148.72297,0,-57.91353,0,0.0048352732,1.9e-09,pbs+23,2.453,
507,B0953-52,mlt+78,J0955-5304,mlt+78,148.872754,4.2e-06,-53.071289,2.8e-06,0.86212201059,3.0e-11,lbs+20,0.401,
508,J0955-6150,ckr+15,J0955-6150,ckr+15,148.83667,0,-61.83778,0,0.0019993604927577,3.0e-16,saa+23,2.173,
509,J0957-06,kkl+15,J0957-06,kkl+15,149.2,5.0e-01,-6.3,6.0e-01,1.72370,8.0e-05,kkl+15,2.461,
510,J0957-0619,flm+23,J0957-0619,flm+23,149.28383,8.3e-05,-6.3271,2.5e-04,1.72371155630,6.0e-11,flm+23,2.525,
511,J0957-5432,mlc+01,J0957-5432,mlc+01,149.48337,1.2e-04,-54.53442,1.4e-04,0.203556697536,6.0e-12,mlc+01,0.449,
512,B0957-47,mlt+78,J0959-4809,mlt+78,149.85922,2.5e-05,-48.163186,1.9e-05,0.67008587,3.0e-08,lbs+20,0.361,
513,J1000+08,mbc+19,J1000+08,mbc+19,150.15833,0,8.33278,0,0.440372,0,mbc+19,1.741,
514,J1000-5149,kbm+03,J1000-5149,kbm+03,150.11725,2.5e-05,-51.832811,1.9e-05,0.255677098425,2.0e-12,kbm+03,0.127,
515,B0959-54,wvl69,J1001-5507,wvl69,150.4077,2.1e-04,-55.11883,1.4e-04,1.436630853525,1.9e-11,lbs+20,0.300,
516,J1001-5559,mlc+01,J1001-5559,mlc+01,150.28583,1.2e-04,-55.98339,8.3e-05,1.66117674023,4.0e-11,mlc+01,0.432,
517,J1001-5603,pbs+23,J1001-5603,pbs+23,150.27071,0,-56.05278,0,0.379533,3.0e-06,pbs+23,0.784,
518,J1001-5939,lfl+06,J1001-5939,lfl+06,150.3843,5.8e-04,-59.65494,1.9e-04,7.7336402649,8.0e-10,lfl+06,1.240,
519,J1002-5559,mlc+01,J1002-5559,mlc+01,150.7413,1.3e-03,-55.9936,1.4e-03,0.7775009067,3.0e-10,mlc+01,3.270,
520,J1002-5919,ncb+15,J1002-5919,ncb+15,150.5854,2.1e-04,-59.32700,1.7e-04,0.7134892535,6.0e-10,ncb+15,3.171,
521,B1001-47,mlt+78,J1003-4747,mlt+78,150.839704,4.2e-06,-47.7836639,5.6e-07,0.307074219235,3.0e-12,lbs+20,0.369,
522,J1005+30,ttm+18,J1005+30,ttm+18,151.38,1.7e-01,30.2,2.5e-01,*,0,*,1.990,
523,J1006-6311,lml+98,J1006-6311,lml+98,151.65250,8.3e-05,-63.19478,5.6e-05,0.8357974680,2.0e-10,dsb+98,2.382,
524,J1010+15,dsm+13,J1010+15,dsm+13,152.50,1.3e-01,15.85,1.3e-01,*,0,*,25.000,
525,J1012+5307,nll+95,J1012+5307,nll+95,153.13932687,4.6e-08,53.11729541,3.7e-08,0.00525574902131628,5.0e-17,aab+21a,0.700,
526,B1010-23,mlt+78,J1012-2337,mlt+78,153.14053,1.3e-04,-23.63956,1.6e-04,2.51794502050,4.0e-11,hlk+04,0.983,
527,J1012-4235,ckr+15,J1012-4235,ckr+15,153.053921,1.3e-05,-42.598178,1.1e-05,0.003101,0,ckr+15,0.372,
528,J1012-5830,kbm+03,J1012-5830,kbm+03,153.2288,4.2e-04,-58.5071,2.2e-04,2.1335912144,3.0e-10,kbm+03,2.799,
529,B1011-58,jlm+92,J1012-5857,jlm+92,153.20196,2.1e-05,-58.963472,8.3e-06,0.819926244934,7.0e-12,lbs+20,3.185,
530,J1013-5934,kbm+03,J1013-5934,kbm+03,153.382700,8.3e-06,-59.574064,2.8e-06,0.4429009363721,2.0e-12,lbs+20,3.145,
531,J1014-48,bbj+11,J1014-48,bbj+11,153.58,1.7e-01,-48.83,1.2e-01,1.5088,2.0e-04,bbj+11,0.379,
532,J1015-5359,pbs+23,J1015-5359,pbs+23,153.99063,0,-53.98667,0,0.02080050,3.0e-08,pbs+23,0.092,
533,J1015-5719,kbm+03,J1015-5719,kbm+03,153.90817,1.7e-04,-57.32022,5.6e-05,0.139881677595,4.0e-12,kbm+03,2.732,
534,B1014-53,mlt+78,J1016-5345,mlt+78,154.129729,1.7e-05,-53.753961,8.3e-06,0.769585866948,1.2e-11,lbs+20,0.116,
535,J1016-5819,mlc+01,J1016-5819,mlc+01,154.050296,8.3e-06,-58.31696,4.4e-05,0.0878342610773,6.0e-13,psj+19,2.587,
536,J1016-5857,cbm+01,J1016-5857,cbm+01,154.08817,4.2e-05,-58.95336,2.8e-05,0.1073864584588,1.5e-12,hfs+04,3.162,
537,J1017+3011,scb+19,J1017+3011,scb+19,154.40121,1.2e-04,30.19614,1.1e-04,0.4527850730,2.0e-10,tbc+20,25.000,
538,B1015-56,mlt+78,J1017-5621,mlt+78,154.303463,1.3e-05,-56.358478,8.3e-06,0.5034626204677,1.8e-12,jbv+19,3.513,
539,J1017-7156,kjb+12,J1017-7156,kjb+12,154.46383654,2.3e-08,-71.944893080,7.5e-09,0.002338514440402662,5.0e-18,rsc+21,1.807,
540,J1018-1523,spp+23,J1018-1523,spp+23,154.552998,3.7e-06,-15.386177,7.4e-06,0.0831525352235,3.0e-13,spp+23,1.068,
541,B1016-16,dtws85,J1018-1642,dtws85,154.66819,9.0e-05,-16.70282,1.3e-04,1.804694945768,1.0e-11,hlk+04,25.000,
542,J1019-5749,kbm+03,J1019-5749,kbm+03,154.96725,1.7e-04,-57.81831,1.4e-04,0.162505749412,5.0e-12,saa+23,10.914,
543,J1020-5510,pbs+23,J1020-5510,pbs+23,155.13304,0,-55.16883,0,0.0039427780,3.0e-10,pbs+23,1.774,
544,J1020-5921,kbm+03,J1020-5921,kbm+03,155.0585,3.3e-04,-59.3594,2.8e-04,1.23830534423,1.1e-10,kbm+03,0.938,
545,J1020-6026,lfl+06,J1020-6026,lfl+06,155.0475,7.9e-04,-60.4351,3.3e-04,0.1404812898086,1.0e-12,psj+19,3.277,
546,J1020-6158,pbs+23,J1020-6158,pbs+23,155.05104,0,-61.98103,0,0.2828786,6.0e-07,pbs+23,3.003,
547,J1021-5601,hfs+04,J1021-5601,hfs+04,155.3534,6.3e-04,-56.0308,3.1e-04,0.67002629761,1.4e-10,hfs+04,2.429,
548,J1022+1001,cnst96,J1022+1001,cnst96,155.741643,3.7e-06,10.031299,9.3e-06,0.01645292995844926,6.0e-17,rsc+21,0.725,
549,J1022-5813,kbm+03,J1022-5813,kbm+03,155.6171,8.3e-04,-58.2250,1.1e-03,1.6437260020,5.0e-10,kbm+03,4.246,
550,J1023+0038,asr+09,J1023+0038,asr+09,155.94869667,1.3e-07,0.64467931,1.4e-07,0.0016879874702211,3.0e-16,akh+13,1.190,
551,J1023-5746,sdz+10,J1023-5746,sdz+10,155.762,2.1e-03,-57.7681,5.6e-04,0.11147243434,9.0e-11,sdz+10,2.080,
552,J1024-0719,bjb+97,J1024-0719,bjb+97,156.161130712,1.5e-08,-7.32208671,2.8e-08,0.005162204641299514,1.9e-17,rsc+21,1.220,
553,J1028-5819,kjk+08,J1028-5819,kjk+08,157.1167,4.2e-04,-58.3181,4.2e-04,0.0914032309,1.4e-09,kjk+08,1.423,
554,J1030-6008,pbs+23,J1030-6008,pbs+23,157.60902,0,-60.14372,0,0.027324461,9.0e-09,pbs+23,2.855,
555,J1031-6117,kbm+03,J1031-6117,kbm+03,157.7593,2.9e-04,-61.29739,8.3e-05,0.306410837119,1.0e-11,kbm+03,3.383,
556,J1032-5206,hfs+04,J1032-5206,hfs+04,158.1154,2.9e-04,-52.10236,1.7e-04,2.40762231135,1.2e-10,hfs+04,2.096,
557,B1030-58,mlt+78,J1032-5911,mlt+78,158.020317,4.2e-06,-59.19856,2.8e-05,0.464212626601,7.0e-12,lbs+20,3.005,
558,J1034-3224,mld+96,J1034-3224,mld+96,158.58130,9.7e-05,-32.40722,8.8e-05,1.150590428417,1.0e-11,hlk+04,1.635,
559,J1034-5817,pbs+23,J1034-5817,pbs+23,158.61942,0,-58.29931,0,0.79148,4.0e-05,pbs+23,3.523,
560,J1034-5934,pbs+23,J1034-5934,pbs+23,158.65231,0,-59.57274,0,0.03447143,8.0e-08,pbs+23,3.578,
561,J1035-6345,kbm+03,J1035-6345,kbm+03,158.76283,4.2e-05,-63.755114,1.7e-05,0.579576736318,6.0e-12,kbm+03,2.167,
562,J1035-6720,cpw+18,J1035-6720,cpw+18,158.864492,4.2e-06,-67.3368589,1.7e-06,0.0028720063916972,7.0e-16,cpw+18,1.461,
563,J1036-4353,cbb+23,J1036-4353,cbb+23,159.12589638,4.2e-08,-43.88575700,5.6e-08,0.001680,0,cbb+23,0.408,
564,J1036-4926,mld+96,J1036-4926,mld+96,159.05467,2.9e-05,-49.43922,2.8e-05,0.510369402880,3.0e-12,lbs+20,2.313,
565,J1036-6559,bbb+12,J1036-6559,bbb+12,159.08350,8.3e-05,-65.985908,1.7e-05,0.53350188629,6.0e-11,bbb+12,2.052,
566,J1036-8317,ckr+15,J1036-8317,ckr+15,159.169004,1.3e-05,-83.298894,1.1e-05,0.003408,0,ckr+15,0.934,
567,J1038+0032,bjd+06,J1038+0032,bjd+06,159.61222,3.8e-05,0.54544,8.3e-05,0.02885155795131,8.0e-14,bjd+06,5.094,
568,B1036-58,jlm+92,J1038-5831,jlm+92,159.58208,4.2e-05,-58.52422,2.2e-05,0.661992094032,1.1e-11,jml+95,0.917,
569,J1039-6108,pbs+23,J1039-6108,pbs+23,159.90300,0,-61.14617,0,0.2715526,1.3e-06,pbs+23,3.217,
570,J1039-6208,pbs+23,J1039-6208,pbs+23,159.78708,0,-62.13836,0,1.246563,9.0e-06,pbs+23,2.499,
571,B1039-19,mlt+78,J1041-1942,mlt+78,160.40082,2.1e-05,-19.70378,3.1e-05,1.386368074588,3.0e-12,hlk+04,2.532,
572,B1039-55,mlt+78,J1042-5521,mlt+78,160.502022,3.8e-06,-55.3516092,1.7e-06,1.170867244109,3.0e-12,lbs+20,2.789,
573,J1043-6116,kbm+03,J1043-6116,kbm+03,160.980254,8.3e-06,-61.280767,5.6e-06,0.288605287388,4.0e-12,psj+19,3.055,
574,J1044-5737,sdz+10,J1044-5737,sdz+10,161.1367,4.2e-04,-57.6220,2.2e-04,0.13902889110,4.0e-11,sdz+10,1.895,
575,J1045-0436,mss+20,J1045-0436,mss+20,161.4913525,1.7e-06,-4.606498,3.7e-06,0.02404751703417,3.0e-14,spp+23,0.329,
576,J1045-4509,bhl+94,J1045-4509,bhl+94,161.45910336,4.5e-08,-45.16502896,3.6e-08,0.00747422423014427,4.0e-17,rsc+21,0.340,
577,J1046+0304,bjd+06,J1046+0304,bjd+06,161.6801,2.5e-04,3.0686,5.6e-04,0.326271446035,4.0e-12,bjd+06,4.740,
578,B1044-57,mlt+78,J1046-5813,mlt+78,161.57838,8.3e-05,-58.23111,2.8e-05,0.369428087894,1.1e-11,jbv+19,2.340,
579,J1047-3032,lml+98,J1047-3032,lml+98,161.75339,5.6e-05,-30.53833,6.5e-05,0.3303280523313,1.9e-12,hlk+04,2.144,
580,J1047-6709,lml+98,J1047-6709,lml+98,161.867842,8.3e-06,-67.164185,2.5e-06,0.1984514505627,8.0e-13,dsb+98,1.765,
581,J1048+2339,cck+16,J1048+2339,cck+16,162.1809098,3.2e-07,23.6648345,5.6e-07,0.0046651629372704,5.0e-16,drc+21,2.002,
582,J1048+5349,dcm+23,J1048+5349,dcm+23,162.0269,2.1e-04,53.83108,8.3e-05,2.73086158552,1.5e-10,dcm+23,25.000,
583,B1046-58,jlm+92,J1048-5832,jlm+92,162.05438,8.3e-05,-58.53506,2.8e-05,0.123725343351,4.0e-12,jbv+19,2.900,
584,J1048-5838,kle+10,J1048-5838,kle+10,162.05234,5.8e-05,-58.63862,2.8e-05,1.231304776630,4.0e-12,jcs+17,1.008,
585,J1049+5822,sbo+22,J1049+5822,sbo+22,162.4079,3.3e-04,58.3714,2.5e-04,0.72761787288,4.0e-11,sbo+22,1.120,
586,J1049-5833,mlc+01,J1049-5833,mlc+01,162.4597,3.8e-04,-58.5624,4.2e-04,2.2023250770,3.0e-10,mlc+01,3.004,
587,J1050-5953,scs86,J1050-5953,scs86,162.5297,2.1e-04,-59.88928,1.9e-04,6.4520766,6.0e-07,kgc+01,9.000,
588,J1051-6214,pbs+23,J1051-6214,pbs+23,162.90233,0,-62.24903,0,1.14605,4.0e-05,pbs+23,2.310,
589,J1052-5954,kbm+03,J1052-5954,kbm+03,163.1588,2.9e-04,-59.91225,1.4e-04,0.180591500693,1.0e-11,kbm+03,3.143,
590,J1052-6348,hfs+04,J1052-6348,hfs+04,163.2225,2.5e-04,-63.80461,8.3e-05,0.383830423532,1.5e-11,hfs+04,1.994,
591,J1054-5943,kbm+03,J1054-5943,kbm+03,163.74062,1.7e-04,-59.72058,1.4e-04,0.346908957903,1.3e-11,kbm+03,2.585,
592,J1054-5946,bbb+12,J1054-5946,bbb+12,163.62692,4.2e-05,-59.77528,2.8e-05,0.228324249982,8.0e-12,bbb+12,2.327,
593,J1054-6452,hfs+04,J1054-6452,hfs+04,163.5368,6.7e-04,-64.8771,2.2e-04,1.8400035414,3.0e-10,hfs+04,2.342,
594,J1055-6022,hfs+04,J1055-6022,hfs+04,163.9521,1.7e-03,-60.3811,8.3e-04,0.9475584093,3.0e-10,hfs+04,3.597,
595,J1055-6028,kel+09,J1055-6028,kel+09,163.91329,8.3e-05,-60.47708,5.6e-05,0.099660833480,3.0e-12,kel+09,3.830,
596,J1055-6236,kbm+03,J1055-6236,kbm+03,163.9775,2.9e-04,-62.61342,1.1e-04,0.44863544246,3.0e-11,kbm+03,1.883,
597,J1055-6905,ebvb01,J1055-6905,ebvb01,163.9363,3.8e-04,-69.08650,1.1e-04,2.9193969868,3.0e-10,ebvb01,2.035,
598,J1056-5709,mlc+01,J1056-5709,mlc+01,164.1825,5.0e-04,-57.1596,3.3e-04,0.67608189374,8.0e-11,mlc+01,3.062,
599,B1054-62,mlt+78,J1056-6258,mlt+78,164.106600,1.3e-05,-62.979914,5.6e-06,0.4224505316190,1.8e-12,jbv+19,2.400,
600,J1056-7117,nbb+14,J1056-7117,nbb+14,164.191583,1.7e-05,-71.298165,3.9e-06,0.0263096769824,7.0e-13,nbb+14,1.689,
601,J1057-4754,ebvb01,J1057-4754,ebvb01,164.47141,2.9e-05,-47.91600,2.5e-05,0.628305878552,7.0e-12,jbo+09,0.639,
602,B1055-52,vl72,J1057-5226,vl72,164.496021,8.3e-06,-52.448981,5.6e-06,0.1971146895745,8.0e-13,jbv+19,0.093,
603,J1057-5851,cwp+17,J1057-5851,cwp+17,164.2896,8.3e-04,-58.8519,5.6e-04,0.62036503134,1.2e-10,cwp+17,*,
604,B1056-78,mlt+78,J1057-7914,mlt+78,164.3654,4.2e-04,-79.23989,8.3e-05,1.34740377571,1.5e-10,lbs+20,1.438,
605,J1058-5957,kbm+03,J1058-5957,kbm+03,164.64271,1.2e-04,-59.96011,8.3e-05,0.616270272343,1.6e-11,kbm+03,2.588,
606,J1059+6459,slr+14,J1059+6459,slr+14,164.8646,1.2e-03,64.9922,5.4e-04,3.6311696786,1.4e-09,lsk+18,1.944,
607,B1056-57,mlt+78,J1059-5742,mlt+78,164.7537025,1.7e-06,-57.704042,8.3e-06,1.185002619791,1.2e-11,lbs+20,1.644,
608,J1101-6101,htg+14,J1101-6101,htg+14,165.4373,3.8e-04,-61.02767,1.9e-04,0.062800077,6.0e-09,htg+14,7.000,
609,J1101-6424,ncb+15,J1101-6424,ncb+15,165.404968,2.1e-06,-64.4109256,5.6e-07,0.005109272904279,2.0e-15,ncb+15,2.175,
610,J1102+02,trr+21,J1102+02,trr+21,165.50000,0,2.00000,0,0.00405,0,wvumsp21,25.000,
611,J1103-5403,kjr+11,J1103-5403,kjr+11,165.888725,1.3e-05,-54.062013,4.4e-06,0.00339270965933,4.0e-14,kjr+11,1.683,
612,J1103-6025,kbm+03,J1103-6025,kbm+03,165.88117,8.3e-05,-60.42677,2.5e-05,0.396586748928,5.0e-12,kbm+03,2.379,
613,J1104-6103,kmj+96,J1104-6103,kmj+96,166.07192,4.6e-05,-61.05108,2.2e-05,0.2809053015394,1.8e-12,kmj+96,1.327,
614,J1105+02,dcm+23,J1105+02,dcm+23,166.3833,8.3e-04,2.48056,0,6.403055372,4.0e-09,dcm+23,1.580,
615,J1105-4353,bbb+12,J1105-4353,bbb+12,166.3535,4.6e-04,-43.8847,8.3e-04,0.35111186198,7.0e-11,bsb+19,0.127,
616,J1105-6037,cwp+17,J1105-6037,cwp+17,166.25200,1.7e-04,-60.62119,8.3e-05,0.194938267113,4.0e-12,cwp+17,*,
617,J1105-6107,kbm+97,J1105-6107,kbm+97,166.35892,4.2e-05,-61.130261,1.9e-05,0.0632021309179,8.0e-13,jbv+19,2.360,
618,J1106-6438,hfs+04,J1106-6438,hfs+04,166.6185,5.8e-04,-64.65000,1.7e-04,2.7179341360,3.0e-10,hfs+04,2.153,
619,J1107-5907,lfl+06,J1107-5907,lfl+06,166.89358,1.7e-04,-59.12186,8.3e-05,0.252773323418,6.0e-12,lfl+06,0.115,
620,B1105-59,mlt+78,J1107-5947,mlt+78,166.9946,1.3e-03,-59.7844,8.3e-04,1.5165309654,1.2e-09,nmc81,1.915,
621,J1107-6143,kbm+03,J1107-6143,kbm+03,166.8012,8.3e-04,-61.7331,8.3e-04,1.7993956675,4.0e-10,kbm+03,2.937,
622,J1108-6329,pbs+23,J1108-6329,pbs+23,167.21384,0,-63.49008,0,0.0042775833,1.6e-09,pbs+23,2.248,
623,J1110+58,slr+14,J1110+58,slr+14,167.7,7.5e-01,58.9,3.0e-01,0.79335,3.0e-05,slr+14,25.000,
624,B1107-56,jlm+92,J1110-5637,jlm+92,167.501547,2.5e-06,-56.625714,1.1e-05,0.558254373368,7.0e-12,lbs+20,2.447,
625,J1111-6039,aab+22,J1111-6039,aab+22,167.95292,0,-60.65639,0,0.10668920,1.9e-07,saa+23,*,
626,J1112-6103,mlc+01,J1112-6103,mlc+01,168.06171,1.7e-04,-61.05864,1.7e-04,0.064961851894,3.0e-12,mlc+01,4.464,
627,B1110-65,mlt+78,J1112-6613,mlt+78,168.160058,1.7e-05,-66.2179619,5.6e-07,0.33421383999,6.0e-11,lbs+20,2.533,
628,B1110-69,mlt+78,J1112-6926,mlt+78,168.21158,4.2e-05,-69.442314,1.7e-05,0.82048764242,3.0e-11,lbs+20,2.076,
629,B1112-60,jlm+92,J1114-6100,jlm+92,168.5945,2.1e-04,-61.00892,8.3e-05,0.880858250434,1.6e-11,lbs+20,5.476,
630,B1112+50,fss73,J1115+5030,fss73,168.91000,2.1e-05,50.503414,1.4e-05,1.656439759937,3.0e-12,hlk+04,0.923,
631,J1115-0956,sfj+20,J1115-0956,sfj+20,168.86400,2.1e-05,-9.94808,5.6e-05,1.31089402030,3.0e-11,sfj+20,1.061,
632,J1115-6052,mlc+01,J1115-6052,mlc+01,168.973842,1.7e-05,-60.871836,8.3e-06,0.259779370692,7.0e-12,psj+19,2.185,
633,J1116-2444,kmk+18,J1116-2444,kmk+18,169.09692,1.2e-04,-24.74892,1.4e-04,0.86794888009,5.0e-11,kmk+18,0.839,
634,B1114-41,mlt+78,J1116-4122,mlt+78,169.17953,4.2e-05,-41.37888,2.8e-05,0.943157882843,7.0e-12,antt94,0.280,
635,J1117-6154,kbm+03,J1117-6154,kbm+03,169.3492,3.8e-04,-61.9061,2.8e-04,0.50509714918,5.0e-11,kbm+03,3.976,
636,J1117-6447,kbm+03,J1117-6447,kbm+03,169.4375,1.7e-03,-64.7994,5.6e-04,1.1552719604,3.0e-10,kbm+03,2.752,
637,J1119-6127,ckl+00,J1119-6127,ckl+00,169.80958,8.3e-05,-61.46375,5.6e-05,0.40796298356,9.0e-11,wje11,8.400,
638,B1118-79,mlt+78,J1119-7936,mlt+78,169.9200,1.3e-03,-79.6084,2.2e-04,2.2805971963,7.0e-10,nmc81,0.814,
639,J1120-24,mss+20,J1120-24,mss+20,170.00000,0,-24.00000,0,0.497,0,mss+20,0.098,
640,J1120-3618,rb13,J1120-3618,rb13,170.097325,2.9e-06,-36.3279078,1.9e-06,0.005557016759649,5.0e-15,brf+22,0.954,
641,B1119-54,mlt+78,J1121-5444,mlt+78,170.32954,4.2e-05,-54.73475,2.8e-05,0.535786513915,9.0e-12,jbv+19,2.324,
642,J1122-3546,mss+20,J1122-3546,mss+20,170.571849,3.0e-06,-35.775331,3.6e-06,0.007838069356898,1.9e-14,spp+23,0.668,
643,J1123-4844,lml+98,J1123-4844,lml+98,170.815213,8.3e-06,-48.739653,1.1e-05,0.244838478401,7.0e-12,dsb+98,1.858,
644,J1123-6102,mlc+01,J1123-6102,mlc+01,170.9237,2.5e-04,-61.03506,8.3e-05,0.64023374765,3.0e-11,mlc+01,3.487,
645,J1123-6259,lml+98,J1123-6259,lml+98,170.98138,4.2e-05,-62.98637,2.2e-05,0.2714373118173,8.0e-13,lbs+20,2.187,
646,J1123-6651,lml+98,J1123-6651,lml+98,170.96754,2.1e-05,-66.863631,5.6e-06,0.232976432603,2.0e-12,dsb+98,1.675,
647,J1124-3653,hrm+11,J1124-3653,hrm+11,171.004650,1.3e-05,-36.888639,1.1e-05,0.0024095726733231,9.0e-16,saa+23,0.987,
648,J1124-5638,kbm+03,J1124-5638,kbm+03,171.2353,2.5e-04,-56.64436,1.4e-04,0.185559973402,1.1e-11,kbm+03,2.639,
649,J1124-5916,cmg+02,J1124-5916,cmg+02,171.1625,4.2e-04,-59.2719,2.8e-04,0.13547685441,1.7e-10,rkp+11,5.000,
650,J1124-6421,kbm+03,J1124-6421,kbm+03,171.2479,4.2e-04,-64.3547,2.8e-04,0.47909858452,7.0e-11,kbm+03,2.702,
651,J1125+7819,slr+14,J1125+7819,slr+14,171.4994027,2.8e-07,78.33019874,5.0e-08,0.00420160911826384,6.0e-17,aab+21a,0.903,
652,J1125-5825,kjv+10,J1125-5825,kjv+10,171.4348568,2.1e-07,-58.42135550,1.1e-07,0.00310221391893416,1.6e-16,nbb+14,1.744,
653,J1125-6014,fsk+04,J1125-6014,fsk+04,171.48012346,2.9e-08,-60.235193179,1.5e-08,0.002630380781478504,1.4e-17,rsc+21,0.988,
654,J1126-2737,kkl+15,J1126-2737,kkl+15,171.50833,0,-27.61972,0,0.358161,8.0e-06,kkl+15,0.436,
655,J1126-38,kbj+18,J1126-38,kbj+18,171.57,1.2e-01,-38.63,1.2e-01,0.887550,1.0e-05,kbj+18,1.013,
656,B1124-60,jlm+92,J1126-6054,jlm+92,171.71920,4.6e-05,-60.911100,1.9e-05,0.202736911853,3.0e-12,jml+95,2.426,
657,J1126-6942,lml+98,J1126-6942,lml+98,171.59025,1.7e-04,-69.70439,2.8e-05,0.579418751784,1.1e-11,lbs+20,1.185,
658,J1128-6219,kbm+03,J1128-6219,kbm+03,172.1946,8.3e-04,-62.3192,5.6e-04,0.51598351050,1.1e-10,kbm+03,7.400,
659,J1129-53,bb10,J1129-53,bb10,172.34,1.5e-01,-53.5,2.5e-01,1.062880,5.0e-06,bb10,1.457,
660,J1130+0921,dcm+23,J1130+0921,dcm+23,172.729,2.1e-03,9.353,3.9e-03,4.796636975,7.0e-09,dcm+23,3.386,
661,J1130-5826,kbm+03,J1130-5826,kbm+03,172.56804,1.2e-04,-58.43397,8.3e-05,0.162323475501,3.0e-12,kbm+03,2.408,
662,J1130-5925,mlc+01,J1130-5925,mlc+01,172.5435,4.2e-04,-59.42614,1.9e-04,0.68098383242,6.0e-11,mlc+01,2.387,
663,J1130-6807,lml+98,J1130-6807,lml+98,172.632971,1.3e-05,-68.124589,5.6e-06,0.2563527993088,8.0e-13,dsb+98,1.972,
664,J1132+25,ttm18,J1132+25,ttm18,173.21,1.2e-01,25.2,2.5e-01,1.0020,0,ttm18,25.000,
665,J1132-4700,bbb+12,J1132-4700,bbb+12,173.06050,1.2e-04,-47.01014,8.3e-05,0.325633290107,6.0e-12,bsb+19,2.688,
666,J1132-5627,kbm+03,J1132-5627,kbm+03,173.06558,1.7e-04,-56.45803,1.9e-04,0.175166247082,1.0e-11,kbm+03,2.911,
667,B1131-62,jlm+92,J1133-6250,jlm+92,173.4644,2.9e-04,-62.84739,1.1e-04,1.02287514082,9.0e-11,jml+95,7.448,
668,J1134-6207,pbs+23,J1134-6207,pbs+23,173.51529,0,-62.11894,0,0.688961,1.0e-05,pbs+23,7.653,
669,J1135-49,bbj+11,J1135-49,bbj+11,173.98,1.7e-01,-49.43,1.2e-01,*,0,*,2.129,
670,J1135-6055,sbd+11,J1135-6055,sbd+11,173.784896,1.3e-05,-60.926800,1.1e-05,0.114943,0,sbd+11,*,
671,B1133+16,phbc68,J1136+1551,phbc68,174.0129992,4.2e-07,15.8539397,2.8e-07,1.187913065936,3.0e-12,hlk+04,0.370,
672,B1133-55,mlt+78,J1136-5525,mlt+78,174.00900,8.3e-05,-55.41858,5.6e-05,0.364713249166,8.0e-12,jbv+19,1.518,
673,J1136-6527,ccb+20,J1136-6527,ccb+20,174.1051,2.9e-04,-65.45542,8.3e-05,1.18930900495,8.0e-11,ccb+20,1.955,
674,J1137+7528,san16,J1137+7528,san16,174.2585721,1.7e-06,75.46730864,1.4e-07,0.0025126423832770,7.0e-16,san16,3.833,
675,J1137-6700,lml+98,J1137-6700,lml+98,174.38370,4.2e-05,-67.00917,2.2e-05,0.55621605570,2.0e-11,dsb+98,2.603,
676,J1138-6154,pbs+23,J1138-6154,pbs+23,174.58571,0,-61.91311,0,0.624372,5.0e-06,pbs+23,6.147,
677,J1138-6207,mlc+01,J1138-6207,mlc+01,174.59008,1.2e-04,-62.13314,8.3e-05,0.117563794023,3.0e-12,mlc+01,7.183,
678,J1139-6247,nie+20,J1139-6247,nie+20,174.75000,0,-62.78333,0,0.120482,0,nie+20,*,
679,J1141-3107,mld+96,J1141-3107,mld+96,175.35679,4.2e-05,-31.13128,5.6e-05,0.538431789013,4.0e-12,dsb+98,0.783,
680,J1141-3322,lml+98,J1141-3322,lml+98,175.428150,8.3e-06,-33.377031,1.4e-05,0.291467800769,3.0e-12,lbs+20,1.853,
681,J1141-6545,klm+00a,J1141-6545,klm+00a,175.2792250,8.3e-07,-65.7553092,4.2e-07,0.3938988148378,7.0e-13,mks+10,10.000,
682,J1142+0119,san16,J1142+0119,san16,175.708937,1.3e-05,1.32658,2.5e-05,0.0050752983064042,5.0e-16,san16,2.169,
683,J1142-6230,mlc+01,J1142-6230,mlc+01,175.7188,1.3e-03,-62.5011,2.8e-04,0.55838338569,1.0e-10,mlc+01,3.483,
